recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
134410360,"{'steamid': '76561199220543555', 'num_games_owned': 211, 'num_reviews': 5, 'playtime_forever': 513, 'playtime_last_two_weeks': 408, 'playtime_at_review': 490, 'last_played': 1678478988}",english,3/3,1678462636,1678462636,True,0,0,0,0,True,False,False,True,
134390031,"{'steamid': '76561199182810277', 'num_games_owned': 23, 'num_reviews': 5, 'playtime_forever': 1138, 'playtime_last_two_weeks': 1138, 'playtime_at_review': 1137, 'last_played': 1678429919}",english,"Do not buy any game from (ROCKSTAR game). They are (SCRAMMER). I buy GTA San Andreas game, This game is not working, and they not returning my money back to me.",1678429871,1678429871,False,5,1,0.56407618522644043,0,True,False,False,True,
134372211,"{'steamid': '76561199121113772', 'num_games_owned': 71, 'num_reviews': 19, 'playtime_forever': 324, 'playtime_last_two_weeks': 324, 'playtime_at_review': 309, 'last_played': 1678404502}",english,"carl johnson is cool
",1678397536,1678397536,True,0,0,0.476190477609634399,0,True,False,False,True,
134345251,"{'steamid': '76561199225878157', 'num_games_owned': 12, 'num_reviews': 6, 'playtime_forever': 235, 'playtime_last_two_weeks': 235, 'playtime_at_review': 233, 'last_played': 1678363951}",english,so nostalgic,1678363759,1678363759,True,0,0,0.476190477609634399,0,True,False,False,True,
134329278,"{'steamid': '76561199401351025', 'num_games_owned': 89, 'num_reviews': 2, 'playtime_forever': 1430, 'playtime_last_two_weeks': 1449, 'playtime_at_review': 1325, 'last_played': 1678342440}",english,"ah shit, here we go again, another good review for gta san andreas... amazing and memorable characters and moments, at one point im being chased down a sewer shooting ni**as off their bikes then all i had to do was follow the damn train, now all i gotta do is get rid of my yee yee ass hair cut i got oh fuck nvm diff game",1678330878,1678330878,True,0,1,0.454545468091964722,0,True,False,False,True,
134307907,"{'steamid': '76561198036386999', 'num_games_owned': 123, 'num_reviews': 6, 'playtime_forever': 31, 'playtime_last_two_weeks': 31, 'playtime_at_review': 31, 'last_played': 1678297531}",english,"Reembolsado.
Cyberpunk 2077 tiene mejor optimizacion que estos remasters",1678298158,1678298158,False,2,0,0.5,0,True,False,False,True,
134278733,"{'steamid': '76561198138057904', 'num_games_owned': 74, 'num_reviews': 6, 'playtime_forever': 404, 'playtime_last_two_weeks': 404, 'playtime_at_review': 403, 'last_played': 1678330903}",english,Unreal engine fatal error! Over and over and over and over and over even with cloud saves disabled and running with -dx12. Why do I even have to go through all these hoops to try and keep the game stable.,1678252004,1678252004,False,2,0,0.545454561710357666,0,True,False,False,True,
134277303,"{'steamid': '76561198046568414', 'num_games_owned': 279, 'num_reviews': 207, 'playtime_forever': 260, 'playtime_last_two_weeks': 5, 'playtime_at_review': 255, 'last_played': 1678343828}",english,"Grand Theft Auto San Andreas:
- Two number 9's
- Number 9 large
- Number 6 with extra dip
- Number 7
- Two number 45's one with cheese
- And a large soda",1678249132,1678249132,True,11,5,0.603176653385162354,1,True,False,False,True,
134251316,"{'steamid': '76561199154460272', 'num_games_owned': 116, 'num_reviews': 10, 'playtime_forever': 365, 'playtime_last_two_weeks': 365, 'playtime_at_review': 327, 'last_played': 1678341031}",english,this runs great on steam deck i highly suggest playing it on steam deck and thats a lot coming from me. i never really cared for the GTA series but grew up with these three originals and they are really enjoyable on the deck,1678210620,1678210620,True,1,1,0.518053352832794189,0,True,False,False,True,
134248833,"{'steamid': '76561199474589943', 'num_games_owned': 53, 'num_reviews': 4, 'playtime_forever': 224, 'playtime_last_two_weeks': 224, 'playtime_at_review': 20, 'last_played': 1678413047}",english,"runs great & looks great

i don't understand the mixed/hate reviews, too many mean trolls on Steam that need to let it go man and go outside once in a while to blow off steam.  All day in the house crying/complaining on Steam is not healthy bruh :)",1678207716,1678207716,True,6,0,0.484764575958251953,0,True,False,False,True,
134228775,"{'steamid': '76561198424270428', 'num_games_owned': 336, 'num_reviews': 46, 'playtime_forever': 103, 'playtime_last_two_weeks': 103, 'playtime_at_review': 40, 'last_played': 1678332376}",english,"great game
brings back such old fun memories of long ago",1678177245,1678177245,True,1,0,0.460076063871383667,0,True,False,False,True,
134207816,"{'steamid': '76561198858267750', 'num_games_owned': 26, 'num_reviews': 5, 'playtime_forever': 291, 'playtime_last_two_weeks': 291, 'playtime_at_review': 200, 'last_played': 1678309401}",english,"i bought it 50% off sale. The best child hood game i got this in ps2, pc, ps4 and today in my steam.",1678141286,1678141286,True,4,1,0.50488966703414917,0,True,False,False,True,
134204820,"{'steamid': '76561198346085752', 'num_games_owned': 997, 'num_reviews': 26, 'playtime_forever': 3419, 'playtime_last_two_weeks': 1580, 'playtime_at_review': 3419, 'last_played': 1677940480}",english,"I wish there was a neutral rating. Overall though I guess I don't recommend this version. It has some pluses over the OG if you have a decent setup. I am still just baffled at how many odd little glitches are in this at this point. The Distance SCaling thing? WTF? lol.

Mods are still pretty much a necessity. But the OG also needs mods to run well on a modern system at 60 FPS.",1678136989,1678136989,False,3,0,0.518518567085266113,0,True,False,False,True,
134197100,"{'steamid': '76561198271370181', 'num_games_owned': 35, 'num_reviews': 8, 'playtime_forever': 1587, 'playtime_last_two_weeks': 1587, 'playtime_at_review': 559, 'last_played': 1678483203}",english,"Among the negative reviews, this is a positive one.

Replay the game in HD is a treat for me.",1678127178,1678127178,True,1,2,0.419800907373428345,0,True,False,False,True,
134186653,"{'steamid': '76561198101891818', 'num_games_owned': 170, 'num_reviews': 32, 'playtime_forever': 6, 'playtime_last_two_weeks': 6, 'playtime_at_review': 6, 'last_played': 1678114069}",english,It's morally correct to pirate Rockstar Games' titles.,1678114111,1678114111,False,178,14,0.893582582473754883,2,True,False,False,True,
134155335,"{'steamid': '76561197982040356', 'num_games_owned': 1269, 'num_reviews': 14, 'playtime_forever': 819, 'playtime_last_two_weeks': 0, 'playtime_at_review': 819, 'last_played': 1676851453}",english,"You can make the argument that the new upscaled models look like absolute garbage and I would agree with you, but San Andreas was always the worst looking ps2 era gta to me(likely due to the sheer scope of the game) anyways so that is not what bothers me. Streetlights that just melt into the ground after hitting them, I can overlook. It's the laser accurate aim of the AI when trying to overtake gang territories and the softlock when trying to burn the truth's weed crops, but the helicopter somehow catches fire and kills truth, thats what makes this game a waste of your time and money.",1678059113,1678059113,False,12,1,0.609657824039459229,0,True,False,False,True,
